EPOQUE,GAMMA,AVAILABLE_ACTIONS,N0,REWARD_IF_CROSS,REWARD_IF_COLLISION,REWARD_IF_STILL,TOTAL_EPOQUE,EPSILON,ALPHA,TOTAL_REWARDS,MEAN_SCORE,MEAN_SCORE_[-10],SCORE
668,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.60,30.70,31
669,0.99,2,0.001,500,-10,0,1001,0.00,0.02,15500.00,27.61,30.70,31
670,0.99,2,0.001,500,-10,0,1001,0.00,0.02,14980.00,27.61,30.60,30
671,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14930.00,27.61,30.60,30
672,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14950.00,27.62,30.60,30
673,0.99,2,0.001,500,-10,0,1001,0.00,0.05,14870.00,27.62,30.60,30
674,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15490.00,27.63,30.60,31
675,0.99,2,0.001,500,-10,0,1001,0.00,0.33,14440.00,27.63,30.40,29
676,0.99,2,0.001,500,-10,0,1001,0.00,0.02,14940.00,27.63,30.30,30
677,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14400.00,27.63,30.10,29
678,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.64,30.10,31
679,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14940.00,27.64,30.00,30
680,0.99,2,0.001,500,-10,0,1001,0.00,0.03,14410.00,27.64,29.90,29
681,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14950.00,27.65,29.90,30
682,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14390.00,27.65,29.80,29
683,0.99,2,0.001,500,-10,0,1001,0.00,0.05,14950.00,27.65,29.80,30
684,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14470.00,27.66,29.60,29
685,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14930.00,27.66,29.70,30
686,0.99,2,0.001,500,-10,0,1001,0.00,0.03,15440.00,27.66,29.80,31
687,0.99,2,0.001,500,-10,0,1001,0.00,0.17,14350.00,27.67,29.80,29
688,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.67,29.80,31
689,0.99,2,0.001,500,-10,0,1001,0.00,0.07,14940.00,27.67,29.80,30
690,0.99,2,0.001,500,-10,0,1001,0.00,0.02,15500.00,27.68,30.00,31
691,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14980.00,27.68,30.00,30
692,0.99,2,0.001,500,-10,0,1001,0.00,0.04,15500.00,27.69,30.20,31
693,0.99,2,0.001,500,-10,0,1001,0.00,0.02,15450.00,27.69,30.30,31
694,0.99,2,0.001,500,-10,0,1001,0.00,0.02,13880.00,27.69,30.20,28
695,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.70,30.30,31
696,0.99,2,0.001,500,-10,0,1001,0.00,0.05,15360.00,27.70,30.30,31
697,0.99,2,0.001,500,-10,0,1001,0.00,0.02,15500.00,27.71,30.50,31
698,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14950.00,27.71,30.40,30
699,0.99,2,0.001,500,-10,0,1001,0.00,0.06,15480.00,27.71,30.50,31
700,0.99,2,0.001,500,-10,0,1001,0.00,0.06,15450.00,27.72,30.50,31
701,0.99,2,0.001,500,-10,0,1001,0.00,0.33,14460.00,27.72,30.40,29
702,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14980.00,27.72,30.30,30
703,0.99,2,0.001,500,-10,0,1001,0.00,0.06,14890.00,27.73,30.20,30
704,0.99,2,0.001,500,-10,0,1001,0.00,0.07,14990.00,27.73,30.40,30
705,0.99,2,0.001,500,-10,0,1001,0.00,0.07,15470.00,27.74,30.40,31
706,0.99,2,0.001,500,-10,0,1001,0.00,0.20,15500.00,27.74,30.40,31
707,0.99,2,0.001,500,-10,0,1001,0.00,0.14,14930.00,27.74,30.30,30
708,0.99,2,0.001,500,-10,0,1001,0.00,0.09,15490.00,27.75,30.40,31
709,0.99,2,0.001,500,-10,0,1001,0.00,0.02,14880.00,27.75,30.30,30
710,0.99,2,0.001,500,-10,0,1001,0.00,0.09,14960.00,27.75,30.20,30
711,0.99,2,0.001,500,-10,0,1001,0.00,0.08,13280.00,27.75,30.00,27
712,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14970.00,27.76,30.00,30
713,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.76,30.10,31
714,0.99,2,0.001,500,-10,0,1001,0.00,0.11,15490.00,27.77,30.20,31
715,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15490.00,27.77,30.20,31
716,0.99,2,0.001,500,-10,0,1001,0.00,0.07,14980.00,27.77,30.10,30
717,0.99,2,0.001,500,-10,0,1001,0.00,0.03,15490.00,27.78,30.20,31
718,0.99,2,0.001,500,-10,0,1001,0.00,0.12,15460.00,27.78,30.20,31
719,0.99,2,0.001,500,-10,0,1001,0.00,0.06,14970.00,27.78,30.20,30
720,0.99,2,0.001,500,-10,0,1001,0.00,0.05,14990.00,27.79,30.20,30
721,0.99,2,0.001,500,-10,0,1001,0.00,0.03,14980.00,27.79,30.50,30
722,0.99,2,0.001,500,-10,0,1001,0.00,0.25,14450.00,27.79,30.40,29
723,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.80,30.40,31
724,0.99,2,0.001,500,-10,0,1001,0.00,0.25,14980.00,27.80,30.30,30
725,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14980.00,27.80,30.20,30
726,0.99,2,0.001,500,-10,0,1001,0.00,0.10,14430.00,27.80,30.10,29
727,0.99,2,0.001,500,-10,0,1001,0.00,0.04,14380.00,27.81,29.90,29
728,0.99,2,0.001,500,-10,0,1001,0.00,0.03,14940.00,27.81,29.80,30
729,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.81,29.90,31
730,0.99,2,0.001,500,-10,0,1001,0.00,0.09,15490.00,27.82,30.00,31
731,0.99,2,0.001,500,-10,0,1001,0.00,0.04,15500.00,27.82,30.10,31
732,0.99,2,0.001,500,-10,0,1001,0.00,0.03,14980.00,27.83,30.20,30
733,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14960.00,27.83,30.10,30
734,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15490.00,27.83,30.20,31
735,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14920.00,27.84,30.20,30
736,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14990.00,27.84,30.30,30
737,0.99,2,0.001,500,-10,0,1001,0.00,0.02,14970.00,27.84,30.40,30
738,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14970.00,27.84,30.40,30
739,0.99,2,0.001,500,-10,0,1001,0.00,0.03,14960.00,27.85,30.30,30
